Id,Score
413006,4.0
413007,3.0
413015,5.0
413021,5.0
413026,4.0
413028,4.0
413032,4.0
413034,5.0
413037,3.0
413044,4.0
413045,3.0
413058,4.0
413059,5.0
413061,5.0
413063,5.0
413075,5.0
413087,5.0
413094,4.0
413100,5.0
413102,5.0
413109,4.0
413126,5.0
413127,4.0
413138,5.0
413141,5.0
413150,5.0
413153,1.0
413159,3.0
413160,3.0
413164,5.0
413169,1.0
413179,4.0
413182,5.0
413198,5.0
413199,4.0
413203,3.0
413204,3.0
413208,4.0
413210,5.0
413223,3.0
413233,4.0
413234,0.0
413251,3.0
413254,4.0
413268,4.0
413274,5.0
413282,5.0
413284,5.0
413286,4.0
413287,5.0
413288,5.0
413289,5.0
413302,5.0
413304,5.0
413305,5.0
413314,5.0
413320,4.0
413335,5.0
413337,5.0
413340,4.0
413342,4.0
413346,4.0
413364,4.0
413370,5.0
413372,3.0
413391,4.0
413393,5.0
413401,4.0
413403,4.0
413424,4.0
413427,5.0
413438,5.0
413440,4.0
413444,5.0
413452,4.0
413463,5.0
413465,5.0
413466,5.0
413471,5.0
413474,5.0
413478,4.0
413490,5.0
413494,5.0
413495,4.0
413496,5.0
413499,5.0
413507,5.0
413514,5.0
413518,5.0
413522,4.0
413527,5.0
413530,5.0
413533,5.0
413552,5.0
413554,4.0
413556,4.0
413557,4.0
413560,4.0
413565,4.0
413566,3.0
413576,4.0
413577,5.0
413582,3.0
413593,4.0
413605,5.0
413608,5.0
413629,5.0
413639,4.0
413643,4.0
413654,4.0
413659,4.0
413670,4.0
413681,5.0
413690,3.0
413691,5.0
413695,4.0
413705,5.0
413709,3.0
413713,5.0
413724,5.0
413727,5.0
413731,4.0
413736,4.0
413739,4.0
413743,5.0
413746,5.0
413748,4.0
413752,4.0
413757,5.0
413771,3.0
413772,3.0
413777,5.0
413780,4.0
413785,3.0
413796,4.0
413810,5.0
413811,5.0
413813,5.0
413815,4.0
413816,2.0
413831,5.0
413837,4.0
413843,4.0
413851,3.0
413856,5.0
413857,5.0
413858,5.0
413875,3.0
413876,4.0
413883,4.0
413885,5.0
413889,3.0
413891,2.0
413918,3.0
413919,4.0
413924,5.0
413929,5.0
413932,4.0
413945,3.0
413952,4.0
413957,4.0
413958,5.0
413960,3.0
413961,5.0
413970,3.0
413972,3.0
413973,5.0
413977,5.0
413979,5.0
413985,4.0
413993,4.0
413997,4.0
413999,5.0
414000,5.0
414004,4.0
414005,5.0
414006,5.0
414011,3.0
414012,4.0
414016,5.0
414019,3.0
414021,4.0
414026,5.0
414037,4.0
414042,4.0
414047,4.0
414059,4.0
414070,4.0
414078,3.0
414079,3.0
414087,4.0
414091,3.0
414098,5.0
414103,5.0
414104,5.0
414105,5.0
414106,5.0
414109,4.0
414125,5.0
414130,5.0
414132,5.0
414139,5.0
414151,4.0
414153,5.0
414169,4.0
414170,5.0
414174,3.0
414178,4.0
414179,5.0
414184,5.0
414197,4.0
414201,4.0
414204,5.0
414207,5.0
414215,4.0
414239,5.0
414240,4.0
414245,5.0
414247,5.0
414249,4.0
414250,5.0
414269,5.0
414273,4.0
414274,5.0
414283,4.0
414305,5.0
414307,5.0
414308,5.0
414309,5.0
414311,5.0
414317,4.0
414326,5.0
414329,4.0
414332,5.0
414337,5.0
414339,5.0
414342,4.0
414345,5.0
414353,4.0
414356,5.0
414357,4.0
414360,5.0
414362,5.0
414364,5.0
414366,4.0
414371,4.0
414377,4.0
414381,5.0
414383,5.0
414399,4.0
414401,4.0
414404,4.0
414411,3.0
414429,4.0
414436,5.0
414437,5.0
414454,4.0
414462,2.0
414473,4.0
414474,5.0
414479,4.0
414482,5.0
414485,3.0
414487,5.0
414497,5.0
414501,5.0
414511,4.0
414520,5.0
414523,3.0
414525,4.0
414528,4.0
414530,5.0
414535,4.0
414536,5.0
414540,4.0
414541,5.0
414545,3.0
414562,3.0
414565,5.0
414566,5.0
414569,5.0
414571,5.0
414574,4.0
414578,4.0
414584,5.0
414602,3.0
414607,5.0
414614,5.0
414616,5.0
414622,4.0
414637,4.0
414642,2.0
414652,5.0
414654,4.0
414670,5.0
414676,5.0
414682,3.0
414683,5.0
414687,5.0
414692,4.0
414702,4.0
414703,5.0
414707,5.0
414708,5.0
414710,4.0
414724,4.0
414732,4.0
414750,4.0
414754,4.0
414761,4.0
414763,5.0
414764,4.0
414769,4.0
414771,4.0
414775,4.0
414776,5.0
414780,3.0
414790,5.0
414791,4.0
414798,4.0
414801,4.0
414812,4.0
414815,4.0
414817,4.0
414818,4.0
414821,4.0
414831,4.0
414832,2.0
414834,5.0
414837,5.0
414848,4.0
414862,4.0
414868,3.0
414869,3.0
414872,5.0
414881,3.0
414893,5.0
414894,4.0
414897,4.0
414899,4.0
414909,4.0
414910,4.0
414915,3.0
414931,4.0
414935,4.0
414939,3.0
414941,4.0
414944,5.0
414946,4.0
414949,4.0
414953,4.0
414957,5.0
414962,4.0
414970,5.0
414971,5.0
414984,5.0
414987,4.0
414989,5.0
414992,4.0
415003,5.0
415006,4.0
415007,3.0
415019,4.0
415021,4.0
415028,5.0
415038,5.0
415044,3.0
415049,4.0
415050,4.0
415057,3.0
415067,5.0
415072,5.0
415074,5.0
415077,5.0
415078,5.0
415088,5.0
415092,4.0
415095,5.0
415097,5.0
415100,5.0
415108,3.0
415110,5.0
415111,5.0
415112,5.0
415120,5.0
415125,5.0
415128,5.0
415130,4.0
415135,4.0
415140,5.0
415141,5.0
415159,4.0
415167,4.0
415171,4.0
415180,4.0
415181,3.0
415184,4.0
415187,5.0
415188,5.0
415192,4.0
415194,3.0
415195,3.0
415197,5.0
415206,3.0
415211,5.0
415217,4.0
415222,4.0
415225,4.0
415231,5.0
415240,5.0
415242,4.0
415247,5.0
415251,4.0
415252,5.0
415253,5.0
415264,5.0
415269,5.0
415272,4.0
415274,5.0
415280,4.0
415287,5.0
415291,4.0
415307,5.0
415323,5.0
415325,5.0
415326,4.0
415330,5.0
415335,5.0
415340,5.0
415342,5.0
415344,4.0
415348,5.0
415353,5.0
415367,5.0
415371,3.0
415385,4.0
415392,3.0
415400,4.0
415406,4.0
415410,3.0
415411,5.0
415415,4.0
415422,5.0
415424,4.0
415430,4.0
415436,5.0
415438,5.0
415439,4.0
415442,5.0
415445,4.0
415460,4.0
415466,3.0
415470,5.0
415471,5.0
415473,4.0
415497,4.0
415500,3.0
415501,4.0
415503,4.0
415509,4.0
415512,2.0
415514,5.0
415515,4.0
415517,5.0
415525,4.0
415528,4.0
415531,4.0
415543,5.0
415546,4.0
415552,5.0
415553,3.0
415567,4.0
415568,3.0
415572,3.0
415586,3.0
415595,5.0
415596,4.0
415611,5.0
415617,4.0
415618,4.0
415632,4.0
415648,5.0
415671,5.0
415673,5.0
415685,5.0
415700,3.0
415701,5.0
415711,5.0
415712,5.0
415718,4.0
415720,5.0
415724,4.0
415727,4.0
415729,4.0
415733,5.0
415735,5.0
415738,4.0
415747,4.0
415751,4.0
415759,5.0
415764,4.0
415769,5.0
415771,5.0
415772,5.0
415773,4.0
415778,4.0
415788,4.0
415789,4.0
415791,3.0
415792,4.0
415793,5.0
415799,4.0
415804,5.0
415811,4.0
415828,4.0
415830,5.0
415833,4.0
415835,3.0
415838,3.0
415849,4.0
415850,2.0
415853,4.0
415854,4.0
415855,4.0
415861,4.0
415867,4.0
415873,4.0
415874,4.0
415883,4.0
415904,4.0
415913,4.0
415914,4.0
415916,4.0
415918,4.0
415919,4.0
415922,3.0
415928,4.0
415937,3.0
415939,3.0
415948,3.0
415957,4.0
415962,2.0
415963,3.0
415964,3.0
415966,5.0
415986,4.0
415994,2.0
416005,3.0
416020,4.0
416021,2.0
416025,4.0
416027,4.0
416030,4.0
416033,4.0
416034,4.0
416035,3.0
416043,2.0
416057,4.0
416059,3.0
416086,5.0
416089,5.0
416090,4.0
416101,3.0
416105,4.0
416107,4.0
416114,4.0
416117,4.0
416125,4.0
416127,3.0
416131,5.0
416157,3.0
416171,4.0
416173,4.0
416176,5.0
416192,4.0
416195,5.0
416200,5.0
416201,5.0
416203,5.0
416205,4.0
416207,4.0
416211,4.0
416216,5.0
416222,3.0
416225,4.0
416234,5.0
416237,5.0
416240,5.0
416243,5.0
416248,5.0
416253,4.0
416259,5.0
416268,4.0
416271,5.0
416273,4.0
416278,4.0
416287,4.0
416290,4.0
416293,4.0
416301,5.0
416302,4.0
416304,5.0
416316,4.0
416320,4.0
416322,5.0
416324,5.0
416338,4.0
416351,4.0
416373,5.0
416378,4.0
416379,4.0
416390,4.0
416402,4.0
416409,4.0
416415,4.0
416421,4.0
416424,4.0
416425,5.0
416428,5.0
416430,4.0
416435,4.0
416440,4.0
416443,4.0
416450,4.0
416459,5.0
416461,5.0
416469,3.0
416481,4.0
416483,4.0
416491,4.0
416508,5.0
416513,2.0
416517,5.0
416518,1.0
416519,5.0
416523,2.0
416535,5.0
416537,4.0
416538,4.0
416539,4.0
416541,4.0
416548,4.0
416557,5.0
416561,3.0
416565,4.0
416567,3.0
416572,5.0
416594,4.0
416597,5.0
416602,4.0
416611,3.0
416625,4.0
416627,4.0
416632,5.0
416633,3.0
416636,5.0
416641,4.0
416644,4.0
416645,5.0
416648,5.0
416651,5.0
416655,5.0
416658,4.0
416666,5.0
416675,3.0
416684,4.0
416685,4.0
416693,4.0
416694,5.0
416698,4.0
416704,2.0
416710,3.0
416711,4.0
416716,4.0
416718,4.0
416721,4.0
416724,2.0
416731,4.0
416737,4.0
416746,5.0
416747,5.0
416750,5.0
416752,4.0
416759,3.0
416761,4.0
416762,5.0
416774,4.0
416777,5.0
416782,3.0
416791,3.0
416797,4.0
416805,4.0
416806,3.0
416808,4.0
416811,4.0
416816,4.0
416818,5.0
416824,4.0
416827,4.0
416828,4.0
416831,4.0
416832,5.0
416835,5.0
416836,4.0
416837,5.0
416841,5.0
416842,5.0
416848,5.0
416871,5.0
416886,5.0
416887,4.0
416898,5.0
416899,5.0
416908,5.0
416920,2.0
416924,5.0
416931,4.0
416932,5.0
416949,4.0
416952,4.0
416955,4.0
416958,3.0
416962,4.0
416969,5.0
416972,4.0
416981,4.0
416990,5.0
416993,4.0
417000,5.0
417004,4.0
417008,4.0
417028,5.0
417037,3.0
417039,4.0
417043,5.0
417055,5.0
417067,4.0
417069,4.0
417072,5.0
417076,3.0
417079,4.0
417080,5.0
417088,4.0
417096,5.0
417101,3.0
417102,3.0
417107,3.0
417108,5.0
417109,5.0
417116,4.0
417119,5.0
417120,5.0
417125,4.0
417126,4.0
417136,4.0
417147,3.0
417148,3.0
417169,4.0
417171,4.0
417176,2.0
417177,4.0
417181,5.0
417183,4.0
417187,5.0
417192,5.0
417198,4.0
417205,4.0
417214,3.0
417215,5.0
417218,5.0
417238,4.0
417241,4.0
417244,4.0
417246,3.0
417252,3.0
417253,5.0
417261,5.0
417268,4.0
417270,4.0
417272,4.0
417298,3.0
417304,4.0
417306,5.0
417309,5.0
417310,4.0
417314,4.0
417320,4.0
417324,4.0
417329,5.0
417337,5.0
417338,4.0
417343,4.0
417354,5.0
417357,5.0
417364,1.0
417366,4.0
417373,4.0
417374,4.0
417375,5.0
417378,5.0
417380,4.0
417382,5.0
417386,5.0
417391,5.0
417393,4.0
417399,4.0
417403,5.0
417410,4.0
417415,4.0
417426,4.0
417431,4.0
417435,4.0
417444,5.0
417452,5.0
417455,5.0
417458,4.0
417462,5.0
417474,5.0
417478,5.0
417482,5.0
417501,5.0
417502,4.0
417528,5.0
417529,0.0
417533,5.0
417550,5.0
417555,5.0
417558,5.0
417561,5.0
417563,5.0
417570,5.0
417572,5.0
417577,5.0
417590,5.0
417599,5.0
417621,5.0
417623,4.0
417652,4.0
417661,5.0
417663,5.0
417668,4.0
417670,5.0
417678,4.0
417700,5.0
417710,4.0
417714,5.0
417721,4.0
417723,5.0
417726,5.0
417729,5.0
417740,3.0
417741,5.0
417750,4.0
417753,4.0
417776,4.0
417789,4.0
417790,5.0
417795,4.0
417798,5.0
417801,5.0
417809,4.0
417821,3.0
417823,4.0
417835,4.0
417852,5.0
417856,4.0
417863,5.0
417871,3.0
417877,4.0
417878,2.0
417882,5.0
417886,5.0
417892,5.0
417916,3.0
417921,4.0
417937,4.0
417938,4.0
417954,4.0
417961,4.0
417965,4.0
417969,4.0
417988,4.0
417990,3.0
417991,5.0
417997,5.0
418001,5.0
418005,5.0
418006,5.0
418017,4.0
418021,4.0
418022,4.0
418023,5.0
418026,4.0
418030,5.0
418033,4.0
418034,4.0
418045,5.0
418053,5.0
418059,4.0
418069,5.0
418070,5.0
418081,5.0
418083,4.0
418086,4.0
418091,4.0
418092,4.0
418111,5.0
418116,5.0
418118,4.0
418119,5.0
418121,4.0
418141,4.0
418147,4.0
418148,0.0
418152,5.0
418161,5.0
418165,3.0
418166,4.0
418168,5.0
418170,3.0
418198,4.0
418199,4.0
418201,3.0
418202,4.0
418205,4.0
418211,4.0
418216,4.0
418218,4.0
418224,5.0
418228,4.0
418229,5.0
418230,4.0
418252,5.0
418266,4.0
418275,3.0
418285,4.0
418297,5.0
418300,5.0
418302,5.0
418305,5.0
418306,4.0
418312,4.0
418317,4.0
418321,4.0
418322,2.0
418324,5.0
418330,4.0
418332,4.0
418340,5.0
418341,5.0
418346,5.0
418348,5.0
418350,5.0
418360,4.0
418365,4.0
418366,3.0
418370,4.0
418371,5.0
418374,2.0
418375,4.0
418377,4.0
418378,4.0
418381,3.0
418386,5.0
418408,5.0
418409,2.0
418410,5.0
418412,4.0
418414,4.0
418418,4.0
418424,4.0
418426,4.0
418428,5.0
418433,5.0
418435,5.0
418437,5.0
418444,4.0
418448,5.0
418459,4.0
418460,4.0
418464,5.0
418468,4.0
418473,5.0
418475,4.0
418477,4.0
418480,4.0
418485,4.0
418509,4.0
418516,4.0
418519,3.0
418528,4.0
418531,4.0
418534,5.0
418538,5.0
418542,4.0
418558,4.0
418559,5.0
418578,4.0
418579,5.0
418580,3.0
418582,4.0
418584,3.0
418594,4.0
418609,3.0
418615,2.0
418617,4.0
418618,4.0
418633,5.0
418653,4.0
418684,5.0
418694,4.0
418695,4.0
418702,3.0
418710,5.0
418716,5.0
418723,4.0
418724,4.0
418734,5.0
418740,4.0
418754,5.0
418757,5.0
418775,5.0
418782,5.0
418789,4.0
418801,5.0
418809,5.0
418812,5.0
418814,5.0
418820,5.0
418823,4.0
418828,5.0
418829,5.0
418833,4.0
418846,4.0
418848,5.0
418854,4.0
418855,4.0
418858,4.0
418859,4.0
418866,5.0
418867,5.0
418871,5.0
418876,4.0
418879,5.0
418882,5.0
418887,5.0
418891,5.0
418895,5.0
418902,5.0
418904,5.0
418909,4.0
418914,5.0
418916,5.0
418917,5.0
418920,5.0
418923,4.0
418928,5.0
418936,4.0
418941,4.0
418947,5.0
418954,5.0
418963,5.0
418977,5.0
418980,5.0
418982,4.0
418993,3.0
418997,5.0
419007,5.0
419016,3.0
419026,5.0
419029,5.0
419031,4.0
419043,5.0
419048,4.0
419055,4.0
419066,4.0
419075,5.0
419078,5.0
419080,4.0
419085,4.0
419089,5.0
419093,5.0
419102,4.0
419124,4.0
419125,5.0
419150,5.0
419153,4.0
419154,4.0
419156,4.0
419168,3.0
419174,4.0
419180,4.0
419181,5.0
419187,3.0
419189,5.0
419192,5.0
419194,4.0
419202,4.0
419207,4.0
419208,4.0
419210,5.0
419211,4.0
419214,4.0
419215,4.0
419219,3.0
419221,3.0
419222,3.0
419232,3.0
419234,4.0
419235,5.0
419239,2.0
419240,4.0
419243,5.0
419263,3.0
419268,5.0
419269,2.0
419276,4.0
419278,4.0
419287,4.0
419288,4.0
419290,4.0
419294,4.0
419307,5.0
419308,4.0
419309,5.0
419316,5.0
419319,4.0
419322,3.0
419323,3.0
419327,4.0
419330,4.0
419339,5.0
419344,5.0
419351,4.0
419353,5.0
419355,4.0
419356,4.0
419385,4.0
419401,4.0
419408,2.0
419411,5.0
419421,4.0
419424,3.0
419434,4.0
419441,4.0
419444,5.0
419449,2.0
419466,5.0
419467,4.0
419476,5.0
419478,4.0
419481,4.0
419482,4.0
419484,4.0
419485,4.0
419489,4.0
419496,4.0
419497,3.0
419500,4.0
419504,4.0
419515,4.0
419518,4.0
419520,4.0
419521,4.0
419528,5.0
419534,5.0
419543,5.0
419552,4.0
419553,4.0
419556,5.0
419558,4.0
419562,4.0
419565,3.0
419570,5.0
419571,4.0
419587,3.0
419603,4.0
419604,5.0
419607,5.0
419627,4.0
419630,5.0
419638,4.0
419647,5.0
419649,4.0
419652,4.0
419657,5.0
419659,1.0
419690,3.0
419691,4.0
419693,5.0
419694,5.0
419697,5.0
419706,4.0
419707,4.0
419711,5.0
419712,4.0
419713,4.0
419715,5.0
419722,5.0
419730,5.0
419739,5.0
419742,4.0
419743,4.0
419752,4.0
419762,5.0
419764,5.0
419771,5.0
419775,4.0
419792,4.0
419797,5.0
419798,5.0
419802,5.0
419807,4.0
419813,5.0
419822,4.0
419829,4.0
419834,3.0
419838,5.0
419846,3.0
419847,2.0
419849,4.0
419854,4.0
419860,4.0
419861,2.0
419862,5.0
419867,4.0
419870,4.0
419874,4.0
419877,4.0
419879,4.0
419886,4.0
419894,4.0
419899,4.0
419901,4.0
419903,3.0
419906,3.0
419907,4.0
419913,5.0
419915,5.0
419925,4.0
419927,5.0
419937,4.0
419940,5.0
419942,5.0
419949,4.0
419950,4.0
419954,5.0
419959,4.0
419963,4.0
419967,5.0
419982,5.0
419984,2.0
419985,4.0
419995,5.0
419999,4.0
420007,3.0
420027,5.0
420031,5.0
420033,3.0
420046,4.0
420059,4.0
420067,4.0
420080,4.0
420088,4.0
420090,5.0
420094,4.0
420099,4.0
420101,5.0
420103,4.0
420114,4.0
420115,2.0
420116,5.0
420129,4.0
420132,4.0
420141,4.0
420148,5.0
420152,5.0
420157,5.0
420158,4.0
420162,5.0
420168,2.0
420184,4.0
420188,4.0
420193,5.0
420196,2.0
420206,4.0
420218,5.0
420219,5.0
420229,5.0
420237,4.0
420246,5.0
420261,5.0
420265,5.0
420266,3.0
420271,5.0
420276,4.0
420279,4.0
420284,5.0
420288,4.0
420299,4.0
420303,5.0
420308,5.0
420315,4.0
420319,5.0
420332,5.0
420343,5.0
420351,4.0
420352,5.0
420360,4.0
420367,5.0
420380,5.0
420383,4.0
420384,5.0
420385,5.0
420389,4.0
420390,5.0
420398,5.0
420404,4.0
420408,5.0
420417,3.0
420419,5.0
420421,5.0
420426,3.0
420433,5.0
420440,5.0
420443,4.0
420454,3.0
420458,5.0
420460,5.0
420465,5.0
420468,5.0
420487,5.0
420490,1.0
420495,4.0
420499,4.0
420505,4.0
420510,5.0
420511,4.0
420520,5.0
420529,4.0
420532,4.0
420543,5.0
420545,5.0
420556,4.0
420558,5.0
420563,5.0
420564,4.0
420568,4.0
420569,4.0
420580,4.0
420581,4.0
420596,4.0
420599,5.0
420601,5.0
420602,3.0
420608,5.0
420612,4.0
420614,4.0
420616,4.0
420622,5.0
420632,4.0
420637,3.0
420639,4.0
420646,4.0
420657,4.0
420659,4.0
420663,4.0
420665,5.0
420671,5.0
420672,4.0
420674,4.0
420681,5.0
420684,5.0
420685,5.0
420692,3.0
420696,5.0
420710,4.0
420734,4.0
420741,5.0
420746,5.0
420759,5.0
420769,5.0
420793,4.0
420796,4.0
420803,5.0
420806,4.0
420808,5.0
420813,3.0
420814,3.0
420820,4.0
420829,4.0
420838,4.0
420840,4.0
420845,4.0
420851,4.0
420856,3.0
420859,5.0
420864,4.0
420868,3.0
420874,5.0
420879,5.0
420883,4.0
420890,4.0
420904,5.0
420905,5.0
420912,4.0
420913,5.0
420915,5.0
420919,5.0
420925,3.0
420934,5.0
420943,5.0
420947,5.0
420948,4.0
420952,5.0
420953,4.0
420954,5.0
420960,4.0
420963,4.0
420968,4.0
420969,4.0
420973,5.0
420987,5.0
420993,4.0
420996,5.0
420997,5.0
421007,5.0
421016,5.0
421030,3.0
421033,5.0
421035,5.0
421040,4.0
421057,5.0
421067,2.0
421072,4.0
421075,4.0
421080,3.0
421091,4.0
421093,4.0
421115,4.0
421136,4.0
421138,4.0
421139,5.0
421140,5.0
421151,5.0
421153,5.0
421154,4.0
421160,5.0
421165,5.0
421173,5.0
421177,5.0
421190,5.0
421192,4.0
421203,4.0
421216,4.0
421219,5.0
421236,5.0
421238,4.0
421243,5.0
421247,5.0
421248,5.0
421251,5.0
421254,4.0
421255,4.0
421279,4.0
421290,5.0
421293,4.0
421306,4.0
421313,4.0
421322,4.0
421335,3.0
421343,4.0
421345,4.0
421346,4.0
421351,4.0
421356,3.0
421359,4.0
421367,4.0
421368,3.0
421370,2.0
421377,3.0
421393,4.0
421399,2.0
421414,5.0
421415,5.0
421417,5.0
421418,5.0
421424,5.0
421427,5.0
421442,4.0
421449,3.0
421453,4.0
421455,4.0
421462,4.0
421463,4.0
421466,4.0
421471,4.0
421472,4.0
421473,5.0
421477,4.0
421478,5.0
421481,2.0
421490,4.0
421492,4.0
421495,5.0
421497,4.0
421504,4.0
421505,3.0
421506,4.0
421509,4.0
421514,3.0
421525,4.0
421534,4.0
421538,4.0
421540,4.0
421542,4.0
421551,5.0
421567,3.0
421568,4.0
421572,4.0
421583,4.0
421592,4.0
421614,4.0
421616,4.0
421619,4.0
421629,4.0
421631,2.0
421633,4.0
421636,4.0
421645,4.0
421648,3.0
421652,4.0
421658,4.0
421665,5.0
421667,4.0
421675,3.0
421676,2.0
421694,1.0
421702,4.0
421705,4.0
421715,4.0
421718,5.0
421723,4.0
421727,1.0
421733,3.0
421737,4.0
421739,2.0
421743,4.0
421752,5.0
421756,3.0
421758,3.0
421760,3.0
421761,4.0
421765,4.0
421776,2.0
421780,4.0
421785,2.0
421787,4.0
421792,4.0
421799,3.0
421804,2.0
421809,4.0
421810,4.0
421811,2.0
421812,4.0
421815,4.0
421845,5.0
421865,5.0
421868,4.0
421871,4.0
421881,4.0
421890,4.0
421894,4.0
421900,4.0
421901,5.0
421905,4.0
421907,5.0
421908,5.0
421913,4.0
421917,4.0
421919,4.0
421921,4.0
421925,5.0
421926,4.0
421933,5.0
421939,4.0
421949,4.0
421957,3.0
421959,4.0
421966,4.0
421970,3.0
421988,4.0
421991,5.0
421992,4.0
422001,3.0
422002,4.0
422005,5.0
422011,4.0
422016,5.0
422026,4.0
422027,4.0
422029,4.0
422032,4.0
422040,4.0
422041,4.0
422043,4.0
422051,5.0
422058,4.0
422068,4.0
422072,3.0
422087,4.0
422092,4.0
422096,4.0
422101,4.0
422103,5.0
422104,5.0
422117,5.0
422119,5.0
422128,5.0
422131,5.0
422146,4.0
422158,4.0
422162,5.0
422163,5.0
422165,5.0
422168,5.0
422180,4.0
422187,4.0
422188,5.0
422193,5.0
422194,4.0
422196,4.0
422201,4.0
422202,4.0
422209,4.0
422213,5.0
422217,5.0
422220,5.0
422221,4.0
422238,3.0
422239,5.0
422240,4.0
422245,4.0
422247,4.0
422249,3.0
422250,4.0
422252,4.0
422270,5.0
422272,5.0
422273,3.0
422276,4.0
422277,4.0
422278,4.0
422279,4.0
422286,4.0
422291,3.0
422296,4.0
422301,5.0
422305,5.0
422308,4.0
422313,3.0
422314,5.0
422324,4.0
422327,4.0
422328,4.0
422331,5.0
422334,4.0
422336,4.0
422337,4.0
422340,5.0
422341,5.0
422342,5.0
422349,5.0
422350,5.0
422351,5.0
422353,4.0
422354,4.0
422361,5.0
422376,4.0
422379,5.0
422382,3.0
422393,5.0
422395,4.0
422407,4.0
422409,5.0
422414,4.0
422425,5.0
422427,5.0
422434,3.0
422436,5.0
422441,4.0
422444,4.0
422446,3.0
422447,3.0
422449,5.0
422451,5.0
422453,5.0
422472,3.0
422480,5.0
422483,4.0
422486,5.0
422495,5.0
422500,4.0
422503,4.0
422506,3.0
422518,4.0
422519,5.0
422536,4.0
422537,3.0
422543,3.0
422545,4.0
422567,4.0
422568,5.0
422573,5.0
422576,4.0
422586,5.0
422596,4.0
422598,4.0
422601,5.0
422632,3.0
422636,1.0
422640,4.0
422647,3.0
422652,4.0
422656,4.0
422666,5.0
422667,5.0
422675,4.0
422682,4.0
422683,4.0
422691,3.0
422693,4.0
422698,5.0
422702,4.0
422710,4.0
422724,4.0
422726,4.0
422728,5.0
422729,5.0
422732,4.0
422741,5.0
422742,4.0
422763,5.0
422767,5.0
422771,4.0
422784,5.0
422785,3.0
422787,4.0
422789,5.0
422794,5.0
422808,5.0
422811,5.0
422813,5.0
422817,5.0
422819,5.0
422820,4.0
422821,5.0
422825,5.0
422826,5.0
422832,5.0
422836,5.0
422843,5.0
422847,5.0
422848,5.0
422863,4.0
422864,4.0
422865,4.0
422867,5.0
422884,4.0
422892,5.0
422895,5.0
422903,5.0
422908,4.0
422912,4.0
422920,5.0
422924,3.0
422931,5.0
422942,5.0
422944,5.0
422952,5.0
422959,4.0
422961,5.0
422967,5.0
422970,5.0
422976,5.0
422977,4.0
422984,5.0
423012,5.0
423014,5.0
423020,5.0
423027,4.0
423029,5.0
423033,5.0
423045,4.0
423047,4.0
423053,5.0
423064,4.0
423068,5.0
423070,5.0
423072,4.0
423090,4.0
423099,5.0
423100,3.0
423106,4.0
423111,5.0
423114,4.0
423115,4.0
423117,1.0
423123,4.0
423143,5.0
423148,4.0
423151,4.0
423155,4.0
423178,4.0
423190,5.0
423205,3.0
423215,4.0
423216,4.0
423219,5.0
423230,5.0
423235,3.0
423237,4.0
423238,5.0
423245,4.0
423249,3.0
423252,4.0
423270,4.0
423274,4.0
423294,4.0
423300,4.0
423301,4.0
423308,5.0
423310,5.0
423320,4.0
423322,4.0
423324,5.0
423335,4.0
423339,5.0
423341,4.0
423344,5.0
423345,4.0
423354,5.0
423361,5.0
423363,5.0
423367,4.0
423373,5.0
423378,5.0
423382,4.0
423399,5.0
423411,5.0
423423,4.0
423427,5.0
423431,4.0
423433,5.0
423442,4.0
423443,3.0
423458,5.0
423461,4.0
423468,5.0
423469,3.0
423471,4.0
423476,4.0
423482,4.0
423484,4.0
423499,5.0
423504,5.0
423506,3.0
423510,3.0
423512,4.0
423514,5.0
423525,4.0
423538,4.0
423546,4.0
423548,5.0
423557,4.0
423560,5.0
423565,5.0
423568,4.0
423572,4.0
423591,4.0
423601,5.0
423605,5.0
423609,4.0
423614,4.0
423617,4.0
423631,4.0
423632,5.0
423634,3.0
423645,4.0
423647,5.0
423649,4.0
423657,4.0
423659,5.0
423664,4.0
423671,4.0
423682,3.0
423683,4.0
423689,2.0
423702,5.0
423706,3.0
423708,4.0
423711,4.0
423715,4.0
423720,4.0
423725,4.0
423726,4.0
423727,3.0
423728,4.0
423734,4.0
423743,4.0
423759,5.0
423770,4.0
423782,4.0
423798,4.0
423810,4.0
423824,4.0
423825,3.0
423828,5.0
423832,5.0
423838,5.0
423851,5.0
423853,4.0
423856,5.0
423857,4.0
423873,4.0
423877,5.0
423879,5.0
423888,4.0
423890,5.0
423907,4.0
423912,5.0
423920,5.0
423922,5.0
423925,5.0
423926,4.0
423933,5.0
423937,5.0
423948,5.0
423952,4.0
423966,4.0
423975,5.0
423977,5.0
423984,5.0
423988,3.0
423992,5.0
423993,4.0
424005,4.0
424007,4.0
424011,5.0
424016,4.0
424017,4.0
424018,5.0
424032,5.0
424038,4.0
424041,3.0
424048,3.0
424052,4.0
424055,5.0
424067,4.0
424071,4.0
424073,3.0
424074,3.0
424103,4.0
424112,4.0
424114,4.0
424116,2.0
424120,4.0
424122,4.0
424125,4.0
424127,4.0
424128,5.0
424131,4.0
424132,5.0
424151,3.0
424155,4.0
424162,3.0
424169,5.0
424177,3.0
424178,3.0
424181,4.0
424182,3.0
424186,4.0
424189,4.0
424193,5.0
424194,4.0
424198,3.0
424207,4.0
424208,3.0
424209,4.0
424210,3.0
424223,3.0
424227,5.0
424228,5.0
424229,4.0
424234,4.0
424235,4.0
424236,4.0
424241,4.0
424247,4.0
